4 5
2 48 2519
2 49 2517
3 47 2518
3 48 2519
4 46 2517
4 47 2518
5 45 2519
5 46 2517
6 44 2518
6 45 2519
7 43 2517
7 44 2518
8 42 2519
8 43 2517
9 41 2518
9 42 2519
10 40 2517
10 41 2518
11 39 2519
11 40 2517
12 38 2518
12 39 2519
13 37 2517
13 38 2518
14 36 2519
14 37 2517
15 35 2518
15 36 2519
16 34 2517
16 35 2518
17 33 2519
17 34 2517
18 32 2518
18 33 2519
19 31 2517
19 32 2518
20 30 2519
20 31 2517
21 29 2518
21 30 2519
22 28 2517
22 29 2518
23 27 2519
23 28 2517
24 26 2518
24 27 2519
25 26 2517
30 435
1 2 100
2 30 119
3 29 120
3 30 118
4 28 119
4 29 120
5 27 118
5 28 119
6 26 120
6 27 118
7 25 119
7 26 120
8 24 118
8 25 119
9 23 120
9 24 118
10 22 119
10 23 120
11 21 118
11 22 119
12 20 120
12 21 118
13 19 119
13 20 120
14 18 118
14 19 119
15 17 120
15 18 118
16 17 119
1 3 200
1 4 217
2 3 218
4 30 216
5 29 217
5 30 218
6 28 216
6 29 217
7 27 218
7 28 216
8 26 217
8 27 218
9 25 216
9 26 217
10 24 218
10 25 216
11 23 217
11 24 218
12 22 216
12 23 217
13 21 218
13 22 216
14 20 217
14 21 218
15 19 216
15 20 217
16 18 218
16 19 216
17 18 217
1 5 300
1 6 315
2 4 316
2 5 314
3 4 315
6 30 316
7 29 314
7 30 315
8 28 316
8 29 314
9 27 315
9 28 316
10 26 314
10 27 315
11 25 316
11 26 314
12 24 315
12 25 316
13 23 314
13 24 315
14 22 316
14 23 314
15 21 315
15 22 316
16 20 314
16 21 315
17 19 316
17 20 314
18 19 315
1 7 400
1 8 413
2 6 414
2 7 412
3 5 413
3 6 414
4 5 412
8 30 413
9 29 414
9 30 412
10 28 413
10 29 414
11 27 412
11 28 413
12 26 414
12 27 412
13 25 413
13 26 414
14 24 412
14 25 413
15 23 414
15 24 412
16 22 413
16 23 414
17 21 412
17 22 413
18 20 414
18 21 412
19 20 413
1 9 500
1 10 511
2 8 512
2 9 510
3 7 511
3 8 512
4 6 510
4 7 511
5 6 512
10 30 510
11 29 511
11 30 512
12 28 510
12 29 511
13 27 512
13 28 510
14 26 511
14 27 512
15 25 510
15 26 511
16 24 512
16 25 510
17 23 511
17 24 512
18 22 510
18 23 511
19 21 512
19 22 510
20 21 511
1 11 600
1 12 609
2 10 610
2 11 608
3 9 609
3 10 610
4 8 608
4 9 609
5 7 610
5 8 608
6 7 609
12 30 610
13 29 608
13 30 609
14 28 610
14 29 608
15 27 609
15 28 610
16 26 608
16 27 609
17 25 610
17 26 608
18 24 609
18 25 610
19 23 608
19 24 609
20 22 610
20 23 608
21 22 609
1 13 700
1 14 707
2 12 708
2 13 706
3 11 707
3 12 708
4 10 706
4 11 707
5 9 708
5 10 706
6 8 707
6 9 708
7 8 706
14 30 707
15 29 708
15 30 706
16 28 707
16 29 708
17 27 706
17 28 707
18 26 708
18 27 706
19 25 707
19 26 708
20 24 706
20 25 707
21 23 708
21 24 706
22 23 707
1 15 800
1 16 805
2 14 806
2 15 804
3 13 805
3 14 806
4 12 804
4 13 805
5 11 806
5 12 804
6 10 805
6 11 806
7 9 804
7 10 805
8 9 806
16 30 804
17 29 805
17 30 806
18 28 804
18 29 805
19 27 806
19 28 804
20 26 805
20 27 806
21 25 804
21 26 805
22 24 806
22 25 804
23 24 805
1 17 900
1 18 903
2 16 904
2 17 902
3 15 903
3 16 904
4 14 902
4 15 903
5 13 904
5 14 902
6 12 903
6 13 904
7 11 902
7 12 903
8 10 904
8 11 902
9 10 903
18 30 904
19 29 902
19 30 903
20 28 904
20 29 902
21 27 903
21 28 904
22 26 902
22 27 903
23 25 904
23 26 902
24 25 903
1 19 1000
1 20 1003
2 18 1004
2 19 1002
3 17 1003
3 18 1004
4 16 1002
4 17 1003
5 15 1004
5 16 1002
6 14 1003
6 15 1004
7 13 1002
7 14 1003
8 12 1004
8 13 1002
9 11 1003
9 12 1004
10 11 1002
20 30 1003
21 29 1004
21 30 1002
22 28 1003
22 29 1004
23 27 1002
23 28 1003
24 26 1004
24 27 1002
25 26 1003
1 21 1100
1 22 1103
2 20 1104
2 21 1102
3 19 1103
3 20 1104
4 18 1102
4 19 1103
5 17 1104
5 18 1102
6 16 1103
6 17 1104
7 15 1102
7 16 1103
8 14 1104
8 15 1102
9 13 1103
9 14 1104
10 12 1102
10 13 1103
11 12 1104
22 30 1102
23 29 1103
23 30 1104
24 28 1102
24 29 1103
25 27 1104
25 28 1102
26 27 1103
1 23 1200
1 24 1205
2 22 1206
2 23 1204
3 21 1205
3 22 1206
4 20 1204
4 21 1205
5 19 1206
5 20 1204
6 18 1205
6 19 1206
7 17 1204
7 18 1205
8 16 1206
8 17 1204
9 15 1205
9 16 1206
10 14 1204
10 15 1205
11 13 1206
11 14 1204
12 13 1205
24 30 1206
25 29 1204
25 30 1205
26 28 1206
26 29 1204
27 28 1205
1 25 1300
1 26 1307
2 24 1308
2 25 1306
3 23 1307
3 24 1308
4 22 1306
4 23 1307
5 21 1308
5 22 1306
6 20 1307
6 21 1308
7 19 1306
7 20 1307
8 18 1308
8 19 1306
9 17 1307
9 18 1308
10 16 1306
10 17 1307
11 15 1308
11 16 1306
12 14 1307
12 15 1308
13 14 1306
26 30 1307
27 29 1308
27 30 1306
28 29 1307
1 27 1400
1 28 1409
2 26 1410
2 27 1408
3 25 1409
3 26 1410
4 24 1408
4 25 1409
5 23 1410
5 24 1408
6 22 1409
6 23 1410
7 21 1408
7 22 1409
8 20 1410
8 21 1408
9 19 1409
9 20 1410
10 18 1408
10 19 1409
11 17 1410
11 18 1408
12 16 1409
12 17 1410
13 15 1408
13 16 1409
14 15 1410
28 30 1408
29 30 1409
1 29 1500
1 30 1511
2 28 1512
2 29 1510
3 27 1511
3 28 1512
4 26 1510
4 27 1511
5 25 1512
5 26 1510
6 24 1511
6 25 1512
7 23 1510
7 24 1511
8 22 1512
8 23 1510
9 21 1511
9 22 1512
10 20 1510
10 21 1511
11 19 1512
11 20 1510
12 18 1511
12 19 1512
13 17 1510
13 18 1511
14 16 1512
14 17 1510
15 16 1511
20 190
1 2 9384
1 3 887
1 4 2778
1 5 6916
1 6 7794
1 7 8336
1 8 5387
1 9 493
1 10 6650
1 11 1422
1 12 2363
1 13 28
1 14 8691
1 15 60
1 16 7764
1 17 3927
1 18 541
1 19 3427
1 20 9173
2 3 5737
2 4 5212
2 5 5369
2 6 2568
2 7 6430
2 8 5783
2 9 1531
2 10 2863
2 11 5124
2 12 4068
2 13 3136
2 14 3930
2 15 9803
2 16 4023
2 17 3059
2 18 3070
2 19 8168
2 20 1394
3 4 8457
3 5 5012
3 6 8043
3 7 6230
3 8 7374
3 9 4422
3 10 4920
3 11 3785
3 12 8538
3 13 5199
3 14 4325
3 15 8316
3 16 4371
3 17 6414
3 18 3527
3 19 6092
3 20 8981
4 5 9957
4 6 1874
4 7 6863
4 8 9171
4 9 6997
4 10 7282
4 11 2306
4 12 926
4 13 7085
4 14 6328
4 15 337
4 16 6506
4 17 847
4 18 1730
4 19 1314
4 20 5858
5 6 6125
5 7 3896
5 8 9583
5 9 546
5 10 8815
5 11 3368
5 12 5435
5 13 365
5 14 4044
5 15 3751
5 16 1088
5 17 6809
5 18 7277
5 19 7179
5 20 5789
6 7 3585
6 8 5404
6 9 2652
6 10 2755
6 11 2400
6 12 9933
6 13 5061
6 14 9677
6 15 3369
6 16 7740
6 17 13
6 18 6227
6 19 8587
6 20 8095
7 8 7540
7 9 796
7 10 571
7 11 1435
7 12 379
7 13 7468
7 14 6602
7 15 98
7 16 2903
7 17 3318
7 18 493
7 19 6653
7 20 757
8 9 7302
8 10 281
8 11 4287
8 12 9442
8 13 3866
8 14 9690
8 15 8445
8 16 6620
8 17 8441
8 18 4730
8 19 8032
8 20 8118
9 10 8098
9 11 5772
9 12 4482
9 13 676
9 14 710
9 15 8928
9 16 4568
9 17 7857
9 18 9498
9 19 2354
9 20 4587
10 11 6966
10 12 5307
10 13 4684
10 14 6220
10 15 8625
10 16 1529
10 17 2872
10 18 5733
10 19 8830
10 20 9504
11 12 20
11 13 8271
11 14 3369
11 15 9709
11 16 6716
11 17 6341
11 18 8150
11 19 7797
11 20 724
12 13 2619
12 14 2246
12 15 2847
12 16 3452
12 17 2922
12 18 3556
12 19 2380
12 20 7489
13 14 7765
13 15 8229
13 16 9842
13 17 2351
13 18 5194
13 19 1501
13 20 7035
14 15 7765
14 16 125
14 17 4915
14 18 6988
14 19 5857
14 20 3744
15 16 6492
15 17 2228
15 18 8366
15 19 9860
15 20 1937
16 17 1433
16 18 2552
16 19 6438
16 20 9229
17 18 3276
17 19 5408
17 20 1475
18 19 6122
18 20 8859
19 20 4396
60 1770
1 2 9384
1 3 887
1 4 2778
1 5 6916
1 6 7794
1 7 8336
1 8 5387
1 9 493
1 10 6650
1 11 1422
1 12 2363
1 13 28
1 14 8691
1 15 60
1 16 7764
1 17 3927
1 18 541
1 19 3427
1 20 9173
1 21 5737
1 22 5212
1 23 5369
1 24 2568
1 25 6430
1 26 5783
1 27 1531
1 28 2863
1 29 5124
1 30 4068
1 31 3136
1 32 3930
1 33 9803
1 34 4023
1 35 3059
1 36 3070
1 37 8168
1 38 1394
1 39 8457
1 40 5012
1 41 8043
1 42 6230
1 43 7374
1 44 4422
1 45 4920
1 46 3785
1 47 8538
1 48 5199
1 49 4325
1 50 8316
1 51 4371
1 52 6414
1 53 3527
1 54 6092
1 55 8981
1 56 9957
1 57 1874
1 58 6863
1 59 9171
1 60 6997
2 3 7282
2 4 2306
2 5 926
2 6 7085
2 7 6328
2 8 337
2 9 6506
2 10 847
2 11 1730
2 12 1314
2 13 5858
2 14 6125
2 15 3896
2 16 9583
2 17 546
2 18 8815
2 19 3368
2 20 5435
2 21 365
2 22 4044
2 23 3751
2 24 1088
2 25 6809
2 26 7277
2 27 7179
2 28 5789
2 29 3585
2 30 5404
2 31 2652
2 32 2755
2 33 2400
2 34 9933
2 35 5061
2 36 9677
2 37 3369
2 38 7740
2 39 13
2 40 6227
2 41 8587
2 42 8095
2 43 7540
2 44 796
2 45 571
2 46 1435
2 47 379
2 48 7468
2 49 6602
2 50 98
2 51 2903
2 52 3318
2 53 493
2 54 6653
2 55 757
2 56 7302
2 57 281
2 58 4287
2 59 9442
2 60 3866
3 4 9690
3 5 8445
3 6 6620
3 7 8441
3 8 4730
3 9 8032
3 10 8118
3 11 8098
3 12 5772
3 13 4482
3 14 676
3 15 710
3 16 8928
3 17 4568
3 18 7857
3 19 9498
3 20 2354
3 21 4587
3 22 6966
3 23 5307
3 24 4684
3 25 6220
3 26 8625
3 27 1529
3 28 2872
3 29 5733
3 30 8830
3 31 9504
3 32 20
3 33 8271
3 34 3369
3 35 9709
3 36 6716
3 37 6341
3 38 8150
3 39 7797
3 40 724
3 41 2619
3 42 2246
3 43 2847
3 44 3452
3 45 2922
3 46 3556
3 47 2380
3 48 7489
3 49 7765
3 50 8229
3 51 9842
3 52 2351
3 53 5194
3 54 1501
3 55 7035
3 56 7765
3 57 125
3 58 4915
3 59 6988
3 60 5857
4 5 3744
4 6 6492
4 7 2228
4 8 8366
4 9 9860
4 10 1937
4 11 1433
4 12 2552
4 13 6438
4 14 9229
4 15 3276
4 16 5408
4 17 1475
4 18 6122
4 19 8859
4 20 4396
4 21 6030
4 22 1238
4 23 8236
4 24 3794
4 25 5819
4 26 4429
4 27 6144
4 28 1012
4 29 5929
4 30 9530
4 31 8777
4 32 2405
4 33 4444
4 34 5764
4 35 4614
4 36 4539
4 37 8607
4 38 6841
4 39 2905
4 40 4819
4 41 5129
4 42 689
4 43 7370
4 44 7918
4 45 9918
4 46 6997
4 47 3325
4 48 7744
4 49 9471
4 50 2184
4 51 8491
4 52 5500
4 53 9773
4 54 6726
4 55 5645
4 56 5591
4 57 7506
4 58 8140
4 59 2955
4 60 9787
5 6 7670
5 7 8083
5 8 8543
5 9 8465
5 10 198
5 11 9508
5 12 9356
5 13 8805
5 14 6349
5 15 8612
5 16 3623
5 17 7829
5 18 9300
5 19 7344
5 20 5747
5 21 5569
5 22 4341
5 23 5423
5 24 3312
5 25 3811
5 26 7606
5 27 1802
5 28 5662
5 29 3731
5 30 4879
5 31 1306
5 32 9321
5 33 8737
5 34 9445
5 35 8627
5 36 8523
5 37 3466
5 38 6709
5 39 3417
5 40 8283
5 41 3259
5 42 2925
5 43 7638
5 44 2063
5 45 5625
5 46 2601
5 47 2037
5 48 3453
5 49 1900
5 50 9380
5 51 5551
5 52 7469
5 53 72
5 54 974
5 55 7132
5 56 3882
5 57 4931
5 58 8934
5 59 5895
5 60 8661
6 7 164
6 8 7200
6 9 7982
6 10 8900
6 11 2997
6 12 2960
6 13 3774
6 14 2814
6 15 9669
6 16 7191
6 17 1096
6 18 2927
6 19 6467
6 20 5085
6 21 1341
6 22 2091
6 23 7685
6 24 3377
6 25 5543
6 26 5937
6 27 9108
6 28 7446
6 29 9757
6 30 9180
6 31 8419
6 32 6888
6 33 9413
6 34 3349
6 35 2173
6 36 1660
6 37 2010
6 38 2337
6 39 5211
6 40 6343
6 41 7588
6 42 8207
6 43 9302
6 44 7714
6 45 7373
6 46 5322
6 47 1256
6 48 4820
6 49 4600
6 50 7722
6 51 9905
6 52 5940
6 53 9812
6 54 3941
6 55 5668
6 56 1706
6 57 6229
6 58 1128
6 59 9151
6 60 5985
7 8 6659
7 9 3921
7 10 9225
7 11 2423
7 12 7270
7 13 1397
7 14 4082
7 15 5631
7 16 85
7 17 9293
7 18 1973
7 19 7673
7 20 3851
7 21 7626
7 22 5386
7 23 1223
7 24 9300
7 25 6641
7 26 6043
7 27 3899
7 28 714
7 29 2299
7 30 6191
7 31 525
7 32 2591
7 33 8210
7 34 8582
7 35 8820
7 36 9337
7 37 7733
7 38 1156
7 39 5995
7 40 8005
7 41 380
7 42 4770
7 43 5274
7 44 1777
7 45 8851
7 46 7256
7 47 1861
7 48 8143
7 49 5580
7 50 5885
7 51 1994
7 52 3206
7 53 7622
7 54 9568
7 55 2505
7 56 614
7 57 1962
7 58 2755
7 59 1327
7 60 4260
8 9 8945
8 10 8203
8 11 3203
8 12 3507
8 13 6785
8 14 2022
8 15 2843
8 16 869
8 17 9529
8 18 5190
8 19 8873
8 20 9909
8 21 9959
8 22 499
8 23 8037
8 24 8809
8 25 7754
8 26 6249
8 27 3304
8 28 3334
8 29 2134
8 30 1649
8 31 2891
8 32 9755
8 33 7568
8 34 1747
8 35 369
8 36 9530
8 37 4501
8 38 8047
8 39 3789
8 40 9798
8 41 6250
8 42 6991
8 43 3304
8 44 3034
8 45 5364
8 46 2498
8 47 254
8 48 4893
8 49 7687
8 50 9126
8 51 1153
8 52 3997
8 53 5976
8 54 9189
8 55 9158
8 56 3730
8 57 5437
8 58 2461
8 59 3415
8 60 3922
9 10 461
9 11 6305
9 12 29
9 13 8028
9 14 8051
9 15 6749
9 16 7557
9 17 8903
9 18 4795
9 19 7698
9 20 8700
9 21 1044
9 22 1040
9 23 2003
9 24 429
9 25 6404
9 26 4501
9 27 682
9 28 7648
9 29 8539
9 30 6160
9 31 5152
9 32 2536
9 33 2135
9 34 4340
9 35 1693
9 36 2216
9 37 6128
9 38 505
9 39 5630
9 40 50
9 41 965
9 42 8286
9 43 6430
9 44 5344
9 45 6336
9 46 3178
9 47 2901
9 48 5239
9 49 7972
9 50 6950
9 51 290
9 52 5368
9 53 7989
9 54 2293
9 55 5796
9 56 744
9 57 3145
9 58 2830
9 59 8391
9 60 1683
10 11 5341
10 12 3542
10 13 570
10 14 3827
10 15 4233
10 16 2262
10 17 6043
10 18 361
10 19 9118
10 20 8024
10 21 6762
10 22 82
10 23 6310
10 24 3191
10 25 5426
10 26 8997
10 27 6368
10 28 4678
10 29 4235
10 30 691
10 31 1627
10 32 4525
10 33 6058
10 34 9615
10 35 3169
10 36 8206
10 37 359
10 38 6313
10 39 7387
10 40 5101
10 41 4347
10 42 2727
10 43 4995
10 44 4917
10 45 6553
10 46 5579
10 47 3530
10 48 8947
10 49 2291
10 50 2648
10 51 6971
10 52 9052
10 53 9081
10 54 9632
10 55 8594
10 56 858
10 57 8628
10 58 1313
10 59 1887
10 60 9215
11 12 8356
11 13 3513
11 14 91
11 15 4413
11 16 9480
11 17 9611
11 18 8970
11 19 6190
11 20 2275
11 21 6356
11 22 7642
11 23 6621
11 24 5434
11 25 8988
11 26 7889
11 27 8339
11 28 4567
11 29 7771
11 30 7285
11 31 6857
11 32 418
11 33 607
11 34 2261
11 35 5850
11 36 238
11 37 7206
11 38 3060
11 39 5218
11 40 8519
11 41 4946
11 42 784
11 43 6874
11 44 8459
11 45 874
11 46 7638
11 47 4290
11 48 484
11 49 6608
11 50 479
11 51 2758
11 52 9315
11 53 4472
11 54 5730
11 55 1101
11 56 3460
11 57 3619
11 58 9439
11 59 8026
11 60 1389
12 13 3075
12 14 1234
12 15 8158
12 16 3682
12 17 3494
12 18 359
12 19 271
12 20 700
12 21 3418
12 22 1840
12 23 5570
12 24 8364
12 25 2623
12 26 8795
12 27 3174
12 28 9848
12 29 6432
12 30 7463
12 31 6683
12 32 9391
12 33 4293
12 34 5792
12 35 5058
12 36 5116
12 37 1522
12 38 6158
12 39 8575
12 40 1492
12 41 1948
12 42 2952
12 43 9232
12 44 5022
12 45 538
12 46 3741
12 47 5055
12 48 4031
12 49 4099
12 50 5326
12 51 1082
12 52 7517
12 53 3517
12 54 3003
12 55 2232
12 56 6140
12 57 1797
12 58 5405
12 59 2339
12 60 4581
13 14 9219
13 15 9022
13 16 3971
13 17 9863
13 18 4813
13 19 5380
13 20 4978
13 21 2686
13 22 1537
13 23 9905
13 24 4177
13 25 3484
13 26 9208
13 27 9760
13 28 4858
13 29 9745
13 30 3500
13 31 9912
13 32 128
13 33 3951
13 34 5237
13 35 7561
13 36 7819
13 37 5106
13 38 564
13 39 50
13 40 1245
13 41 8712
13 42 1806
13 43 9935
13 44 3292
13 45 7376
13 46 8956
13 47 3615
13 48 3590
13 49 3769
13 50 8994
13 51 4919
13 52 2806
13 53 6883
13 54 4823
13 55 6983
13 56 6718
13 57 4031
13 58 3094
13 59 1575
13 60 127
14 15 6594
14 16 1487
14 17 254
14 18 544
14 19 3075
14 20 7815
14 21 4714
14 22 8180
14 23 8378
14 24 4763
14 25 5776
14 26 7089
14 27 2920
14 28 5711
14 29 6733
14 30 295
14 31 1018
14 32 347
14 33 236
14 34 1138
14 35 5692
14 36 5154
14 37 3944
14 38 2574
14 39 6329
14 40 926
14 41 9292
14 42 6711
14 43 4019
14 44 7218
14 45 6837
14 46 6964
14 47 5056
14 48 7091
14 49 3859
14 50 8131
14 51 4905
14 52 8572
14 53 2662
14 54 9634
14 55 9686
14 56 4790
14 57 3074
14 58 2605
14 59 6852
14 60 9806
15 16 9251
15 17 7869
15 18 6504
15 19 9486
15 20 9007
15 21 2196
15 22 4640
15 23 2950
15 24 1121
15 25 968
15 26 227
15 27 6764
15 28 7678
15 29 597
15 30 3982
15 31 866
15 32 7561
15 33 9037
15 34 7956
15 35 7771
15 36 3519
15 37 9212
15 38 6343
15 39 2533
15 40 5197
15 41 2380
15 42 7322
15 43 8271
15 44 4985
15 45 4173
15 46 4428
15 47 4235
15 48 2041
15 49 7284
15 50 73
15 51 7399
15 52 5831
15 53 1064
15 54 348
15 55 6951
15 56 2031
15 57 574
15 58 3715
15 59 6060
15 60 7523
16 17 4048
16 18 6925
16 19 5083
16 20 9436
16 21 1233
16 22 9205
16 23 2955
16 24 444
16 25 1899
16 26 5487
16 27 5641
16 28 4279
16 29 9160
16 30 263
16 31 9263
16 32 9684
16 33 1042
16 34 9849
16 35 1724
16 36 8325
16 37 6273
16 38 9123
16 39 4155
16 40 7336
16 41 5822
16 42 7458
16 43 9366
16 44 2748
16 45 1172
16 46 1777
16 47 270
16 48 5219
16 49 8702
16 50 1704
16 51 4654
16 52 9934
16 53 908
16 54 3960
16 55 6729
16 56 2807
16 57 5798
16 58 8721
16 59 7085
16 60 1309
17 18 5335
17 19 2699
17 20 992
17 21 6377
17 22 8899
17 23 2716
17 24 1053
17 25 5172
17 26 8190
17 27 1560
17 28 2507
17 29 4011
17 30 9017
17 31 8225
17 32 3110
17 33 6540
17 34 1
17 35 3379
17 36 8110
17 37 5054
17 38 5082
17 39 9115
17 40 1339
17 41 5990
17 42 9427
17 43 8068
17 44 5148
17 45 5224
17 46 6788
17 47 2232
17 48 6533
17 49 2123
17 50 1282
17 51 3876
17 52 4851
17 53 180
17 54 6591
17 55 2255
17 56 5351
17 57 1132
17 58 3814
17 59 7858
17 60 1495
18 19 9182
18 20 6082
18 21 4604
18 22 5721
18 23 2434
18 24 7983
18 25 182
18 26 7488
18 27 9416
18 28 9297
18 29 8826
18 30 5405
18 31 8723
18 32 6893
18 33 552
18 34 298
18 35 33
18 36 9135
18 37 3182
18 38 8507
18 39 416
18 40 7058
18 41 9709
18 42 596
18 43 10000
18 44 1963
18 45 2298
18 46 7484
18 47 5777
18 48 155
18 49 8978
18 50 1310
18 51 2588
18 52 9933
18 53 3383
18 54 5022
18 55 4267
18 56 3564
18 57 8861
18 58 3683
18 59 9212
18 60 7686
19 20 9087
19 21 4286
19 22 931
19 23 5991
19 24 4584
19 25 7315
19 26 1477
19 27 4117
19 28 5821
19 29 1893
19 30 7526
19 31 5529
19 32 8840
19 33 7526
19 34 7491
19 35 1137
19 36 1361
19 37 9619
19 38 7644
19 39 338
19 40 929
19 41 6583
19 42 6622
19 43 4311
19 44 7956
19 45 889
19 46 4226
19 47 6816
19 48 4571
19 49 3438
19 50 854
19 51 9
19 52 7723
19 53 1784
19 54 2351
19 55 8658
19 56 9098
19 57 3828
19 58 9127
19 59 1270
19 60 2072
20 21 6652
20 22 3150
20 23 911
20 24 529
20 25 640
20 26 8399
20 27 1889
20 28 6611
20 29 2394
20 30 8578
20 31 3891
20 32 8977
20 33 5200
20 34 4553
20 35 6932
20 36 6088
20 37 8778
20 38 100
20 39 658
20 40 8567
20 41 953
20 42 7018
20 43 2642
20 44 2736
20 45 9369
20 46 1299
20 47 8185
20 48 3196
20 49 6777
20 50 5806
20 51 5267
20 52 3429
20 53 8955
20 54 2529
20 55 309
20 56 9594
20 57 7279
20 58 2198
20 59 2556
20 60 9673
21 22 775
21 23 6446
21 24 5001
21 25 2326
21 26 998
21 27 8284
21 28 8413
21 29 6128
21 30 8383
21 31 5422
21 32 4694
21 33 9335
21 34 2440
21 35 7335
21 36 8422
21 37 8160
21 38 4986
21 39 2958
21 40 1355
21 41 1762
21 42 8763
21 43 2973
21 44 1542
21 45 7717
21 46 1853
21 47 1851
21 48 3663
21 49 5483
21 50 400
21 51 6218
21 52 5155
21 53 1174
21 54 9016
21 55 6507
21 56 9852
21 57 6365
21 58 4791
21 59 8264
21 60 2492
22 23 3173
22 24 38
22 25 3538
22 26 8860
22 27 8829
22 28 872
22 29 7281
22 30 6988
22 31 5857
22 32 6591
22 33 8342
22 34 3971
22 35 5353
22 36 7666
22 37 5512
22 38 3070
22 39 9518
22 40 7362
22 41 3084
22 42 1352
22 43 4113
22 44 9301
22 45 6507
22 46 1639
22 47 4668
22 48 9365
22 49 1490
22 50 1033
22 51 4155
22 52 6105
22 53 9876
22 54 3680
22 55 6142
22 56 3413
22 57 2539
22 58 4970
22 59 637
22 60 6171
23 24 1957
23 25 2845
23 26 2761
23 27 6650
23 28 6815
23 29 4466
23 30 4315
23 31 2327
23 32 3887
23 33 184
23 34 6040
23 35 6970
23 36 1536
23 37 153
23 38 2622
23 39 4394
23 40 1791
23 41 7290
23 42 110
23 43 9632
23 44 4674
23 45 4265
23 46 5736
23 47 4549
23 48 4296
23 49 1878
23 50 4314
23 51 6834
23 52 3199
23 53 4950
23 54 9356
23 55 5156
23 56 7794
23 57 8469
23 58 8157
23 59 961
23 60 2934
24 25 8824
24 26 3287
24 27 3172
24 28 5359
24 29 5678
24 30 141
24 31 3246
24 32 2182
24 33 2762
24 34 3991
24 35 324
24 36 51
24 37 4101
24 38 9955
24 39 1076
24 40 8365
24 41 2043
24 42 5625
24 43 2660
24 44 3920
24 45 6290
24 46 5845
24 47 3470
24 48 1239
24 49 1552
24 50 4977
24 51 5384
24 52 20
24 53 3134
24 54 6344
24 55 9305
24 56 1957
24 57 5982
24 58 2476
24 59 3667
24 60 8012
25 26 8968
25 27 6913
25 28 193
25 29 1730
25 30 903
25 31 6869
25 32 8132
25 33 5003
25 34 3175
25 35 9208
25 36 9719
25 37 5217
25 38 1184
25 39 2378
25 40 5488
25 41 7473
25 42 4574
25 43 8958
25 44 5063
25 45 6126
25 46 3934
25 47 6798
25 48 2497
25 49 3419
25 50 3142
25 51 8154
25 52 1727
25 53 5475
25 54 6981
25 55 5394
25 56 3486
25 57 5949
25 58 2306
25 59 31
25 60 4030
26 27 9560
26 28 6899
26 29 2161
26 30 4563
26 31 6425
26 32 7720
26 33 4281
26 34 1642
26 35 8903
26 36 3011
26 37 3481
26 38 2727
26 39 7584
26 40 8790
26 41 4141
26 42 3709
26 43 2724
26 44 939
26 45 2558
26 46 2494
26 47 432
26 48 711
26 49 4221
26 50 5906
26 51 7691
26 52 9614
26 53 9392
26 54 3639
26 55 8271
26 56 9422
26 57 7668
26 58 7830
26 59 2672
26 60 6181
27 28 8744
27 29 9096
27 30 3900
27 31 3025
27 32 7089
27 33 9155
27 34 2387
27 35 570
27 36 8233
27 37 9970
27 38 5711
27 39 2374
27 40 31
27 41 8434
27 42 9664
27 43 2588
27 44 7280
27 45 95
27 46 9650
27 47 1500
27 48 2352
27 49 7340
27 50 7465
27 51 1743
27 52 7331
27 53 2087
27 54 7516
27 55 1350
27 56 9916
27 57 187
27 58 3882
27 59 5012
27 60 5635
28 29 4134
28 30 4388
28 31 2723
28 32 3288
28 33 6774
28 34 9644
28 35 1520
28 36 6743
28 37 5355
28 38 245
28 39 3125
28 40 140
28 41 6260
28 42 2064
28 43 7419
28 44 6354
28 45 1713
28 46 5270
28 47 8706
28 48 5405
28 49 2734
28 50 6800
28 51 2735
28 52 4820
28 53 4316
28 54 436
28 55 1088
28 56 854
28 57 670
28 58 2451
28 59 6488
28 60 4803
29 30 6838
29 31 5563
29 32 8090
29 33 3611
29 34 5206
29 35 5961
29 36 6705
29 37 6912
29 38 2558
29 39 9830
29 40 3404
29 41 8817
29 42 1893
29 43 822
29 44 1523
29 45 3606
29 46 2444
29 47 6580
29 48 5362
29 49 1529
29 50 3379
29 51 4448
29 52 2701
29 53 4046
29 54 4883
29 55 3788
29 56 4900
29 57 5552
29 58 2590
29 59 1387
29 60 354
30 31 9427
30 32 6949
30 33 4795
30 34 3037
30 35 8507
30 36 7108
30 37 6093
30 38 5418
30 39 9665
30 40 5922
30 41 8821
30 42 8481
30 43 4167
30 44 5995
30 45 6355
30 46 4124
30 47 8438
30 48 2934
30 49 9485
30 50 6318
30 51 6313
30 52 3932
30 53 9018
30 54 6710
30 55 5166
30 56 9157
30 57 1609
30 58 7070
30 59 1746
30 60 2996
31 32 7423
31 33 1172
31 34 6296
31 35 8570
31 36 560
31 37 4802
31 38 5677
31 39 6653
31 40 6572
31 41 5341
31 42 8926
31 43 1744
31 44 173
31 45 3092
31 46 4090
31 47 6528
31 48 3567
31 49 8879
31 50 5813
31 51 3051
31 52 5197
31 53 2125
31 54 3334
31 55 4214
31 56 5187
31 57 8500
31 58 3371
31 59 6795
31 60 5569
32 33 5116
32 34 6142
32 35 9343
32 36 2640
32 37 2438
32 38 4264
32 39 3199
32 40 3591
32 41 9940
32 42 6203
32 43 6514
32 44 1632
32 45 5129
32 46 8258
32 47 1805
32 48 4572
32 49 2347
32 50 4684
32 51 8139
32 52 1226
32 53 496
32 54 7541
